name,rssd_id,city,state,county,region
FIRST NATIONAL BANK IN CIMARRON,677354,CIMARRON,KS,GRAY,Midwest
PEOPLES BANK,723756,COLDWATER,KS,COMANCHE,Midwest
"MARION NATIONAL BANK, THE",167752,MARION,KS,MARION,Midwest
"FIRST NATIONAL BANK OF SCOTT CITY, THE",414652,SCOTT CITY,KS,SCOTT,Midwest
"FARMERS STATE BANK, THE",863652,HOLTON,KS,JACKSON,Midwest
"HALSTEAD BANK, THE",747257,HALSTEAD,KS,HARVEY,Midwest
HERITAGE BANK,3120897,TOPEKA,KS,SHAWNEE,Midwest
"STATE EXCHANGE BANK, THE",571957,MANKATO,KS,JEWELL,Midwest
"CITY STATE BANK, THE",738657,FORT SCOTT,KS,BOURBON,Midwest
"COMMUNITY BANK OF WICHITA, INC.",2775692,WICHITA,KS,SEDGWICK,Midwest
"CITIZENS STATE BANK, THE",572459,MARYSVILLE,KS,MARSHALL,Midwest
STATE BANK OF BURRTON,21256,BURRTON,KS,HARVEY,Midwest
FIRST BANK OF BELOIT,1011553,BELOIT,KS,MITCHELL,Midwest
JOHNSON STATE BANK,235950,JOHNSON,KS,STANTON,Midwest
"LYNDON STATE BANK, THE",136655,LYNDON,KS,OSAGE,Midwest
KANSAS STATE BANK,582654,OVERBROOK,KS,OSAGE,Midwest
FUSION BANK,9955,LARNED,KS,PAWNEE,Midwest
GARDEN PLAIN STATE BANK,987651,WICHITA,KS,SEDGWICK,Midwest
PRESCOTT STATE BANK,469250,PRESCOTT,KS,LINN,Midwest
"RILEY STATE BANK OF RILEY KANSAS, THE",532752,RILEY,KS,RILEY,Midwest
"FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS",274052,MOUND CITY,KS,LINN,Midwest
FIRST COMMERCE BANK,3041358,MARYSVILLE,KS,MARSHALL,Midwest
"FIRST STATE BANK, THE",275657,NESS CITY,KS,NESS,Midwest
"LYON COUNTY STATE BANK, THE",796657,EMPORIA,KS,LYON,Midwest
STATE BANK OF CANTON,858153,CANTON,KS,MCPHERSON,Midwest
FARMERS NATIONAL BANK,137559,PHILLIPSBURG,KS,PHILLIPS,Midwest
NINNESCAH VALLEY BANK,789051,CUNNINGHAM,KS,KINGMAN,Midwest
KANSASLAND BANK,422059,QUINTER,KS,GOVE,Midwest
COMMUNITY STATE BANK,906652,COFFEYVILLE,KS,MONTGOMERY,Midwest
EDMONTON STATE BANK,845247,GLASGOW,KY,BARREN,South
AUBURN BANKING COMPANY,811541,AUBURN,KY,LOGAN,South
FIRST FEDERAL SAVINGS BANK OF KENTUCKY,741974,FRANKFORT,KY,FRANKLIN,South
CENTRAL BANK & TRUST COMPANY,1007015,LEXINGTON,KY,FAYETTE,South
"BANK OF THE MOUNTAINS, INC.",422116,WEST LIBERTY,KY,MORGAN,South
CLINTON BANK,782548,CLINTON,KY,HICKMAN,South
FIRST NATIONAL BANK OF KENTUCKY,907444,CARROLLTON,KY,CARROLL,South
"FIRST KENTUCKY BANK, INC.",263243,MAYFIELD,KY,GRAVES,South
"FIRST UNITED BANK AND TRUST COMPANY, INC.",2356091,MADISONVILLE,KY,HOPKINS,South
"COMMUNITY TRUST BANK, INC.",509811,PIKEVILLE,KY,PIKE,South
"ECLIPSE BANK, INC.",3347603,LOUISVILLE,KY,JEFFERSON,South
CARROLLTON FEDERAL BANK,219679,CARROLLTON,KY,CARROLL,South
"CITIZENS BANK, THE",617145,HICKMAN,KY,FULTON,South
FARMERS & TRADERS BANK OF CAMPTON,839817,CAMPTON,KY,WOLFE,South
FARMERS BANK & TRUST COMPANY,262741,MARION,KY,CRITTENDEN,South
BANK OF COLUMBIA,839246,COLUMBIA,KY,ADAIR,South
PEOPLES BANK,519445,LEBANON,KY,MARION,South
"INDEPENDENT CORRESPONDENT BANKERS' BANK, INC.",1187551,FRANKFORT,KY,FRANKLIN,South
BEDFORD LOAN & DEPOSIT BANK,696047,BEDFORD,KY,TRIMBLE,South
"FORCHT BANK, NATIONAL ASSOCIATION",3141726,LEXINGTON,KY,FAYETTE,South
"MAGNOLIA BANK, INC",261146,ELIZABETHTOWN,KY,HARDIN,South
UNITED CITIZENS BANK & TRUST COMPANY,336147,CAMPBELLSBURG,KY,HENRY,South
CITIZENS FEDERAL SAVINGS AND LOAN ASSOCIATION OF COVINGTON,673477,COVINGTON,KY,KENTON,South
"CASEY COUNTY BANK, INC., THE",646145,LIBERTY,KY,CASEY,South
"PINNACLE BANK, INC",417710,VANCEBURG,KY,LEWIS,South
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,831875,HAZARD,KY,PERRY,South
"WHITAKER BANK, INC",1445943,LEXINGTON,KY,FAYETTE,South
BANK OF CLARKSON,720344,CLARKSON,KY,GRAYSON,South
"HYDEN CITIZENS BANK, INC",211114,HYDEN,KY,LESLIE,South
"PLANTERS BANK, INC.",2497181,HOPKINSVILLE,KY,CHRISTIAN,South
"COMMONWEALTH COMMUNITY BANK, INC.",541642,HARTFORD,KY,OHIO,South
"MURRAY BANK, THE",2819242,MURRAY,KY,CALLOWAY,South
CITIZENS BANK & TRUST CO. OF JACKSON,765318,JACKSON,KY,BREATHITT,South
"FARMERS STATE BANK, INC",131717,BOONEVILLE,KY,OWSLEY,South
BANK OF THE BLUEGRASS AND TRUST CO.,1006513,LEXINGTON,KY,FAYETTE,South
"PEOPLES BANK, THE",76443,TAYLORSVILLE,KY,SPENCER,South
"1ST TRUST BANK, INC.",3309393,HAZARD,KY,PERRY,South
"FARMERS NATIONAL BANK OF DANVILLE, THE",785147,DANVILLE,KY,BOYLE,South
BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,617079,PARIS,KY,BOURBON,South
BANK OF BUFFALO,825940,BUFFALO,KY,LARUE,South
BANK OF HINDMAN,763211,HINDMAN,KY,KNOTT,South
"FIRST NATIONAL BANK OF MANCHESTER, THE",719610,MANCHESTER,KY,CLAY,South
"FNB BANK, INC.",400141,MAYFIELD,KY,GRAVES,South
HEARTHSIDE BANK CORPORATION,902672,MIDDLESBORO,KY,BELL,South
"MEADE COUNTY BANK, INC.",776547,BRANDENBURG,KY,MEADE,South
"HERITAGE BANK, INC.",1469677,ERLANGER,KY,KENTON,South
"FIRST COMMUNITY BANK OF THE HEARTLAND, INC.",837149,CLINTON,KY,HICKMAN,South
KENTUCKY FARMERS BANK CORPORATION,683814,ASHLAND,KY,BOYD,South
REPUBLIC BANK & TRUST COMPANY,316840,LOUISVILLE,KY,JEFFERSON,South
"RIVER CITY BANK, INC.",396244,LOUISVILLE,KY,JEFFERSON,South
FARMERS BANK,485214,NICHOLASVILLE,KY,JESSAMINE,South
WEST POINT BANK,79042,RADCLIFF,KY,HARDIN,South
"TRADITIONAL BANK, INC.",786210,MOUNT STERLING,KY,MONTGOMERY,South
FRANKLIN BANK & TRUST COMPANY,493844,FRANKLIN,KY,SIMPSON,South
"PEOPLES EXCHANGE BANK, INC.",129910,WINCHESTER,KY,CLARK,South
STOCK YARDS BANK & TRUST COMPANY,317342,LOUISVILLE,KY,JEFFERSON,South
"CITIZENS DEPOSIT BANK OF ARLINGTON, INC.",959443,ARLINGTON,KY,CARLISLE,South
CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,647218,EAST BERNSTADT,KY,LAUREL,South
"SOUTH CENTRAL BANK, INC.",473042,GLASGOW,KY,BARREN,South
"PEOPLES BANK OF KENTUCKY, INC.",995517,FLEMINGSBURG,KY,FLEMING,South
FIRST STATE BANK,565143,IRVINGTON,KY,BRECKINRIDGE,South
COMMERCIAL BANK,358112,WEST LIBERTY,KY,MORGAN,South
FIRST SOUTHERN NATIONAL BANK,702612,LANCASTER,KY,GARRARD,South
INDEPENDENCE BANK OF KENTUCKY,648242,OWENSBORO,KY,DAVIESS,South
"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",173641,RUSSELL SPRINGS,KY,RUSSELL,South
FIELD & MAIN BANK,618740,HENDERSON,KY,HENDERSON,South
"FARMERS BANK OF MILTON, THE",265340,MILTON,KY,TRIMBLE,South
"CECILIAN BANK, THE",982142,CECILIA,KY,HARDIN,South
BANK OF CADIZ AND TRUST COMPANY,904845,CADIZ,KY,TRIGG,South
"BANK OF LEXINGTON, INC.",3410141,LEXINGTON,KY,FAYETTE,South
"CITIZENS BANK OF CUMBERLAND COUNTY, INC.",2921622,BURKESVILLE,KY,CUMBERLAND,South
"SACRAMENTO DEPOSIT BANK, THE",180144,SACRAMENTO,KY,MCLEAN,South
COMMUNITY FINANCIAL SERVICES BANK,698144,BENTON,KY,MARSHALL,South
BANK OF MAYSVILLE,782016,MAYSVILLE,KY,MASON,South
"LINCOLN NATIONAL BANK OF HODGENVILLE, THE",553944,HODGENVILLE,KY,LARUE,South
"SALYERSVILLE NATIONAL BANK, THE",472018,SALYERSVILLE,KY,MAGOFFIN,South
LEWISBURG BANKING COMPANY,580847,LEWISBURG,KY,LOGAN,South
ELKTON BANK & TRUST COMPANY,998648,ELKTON,KY,TODD,South
"UNITED COMMUNITY BANK OF WEST KENTUCKY, INC.",3070545,MORGANFIELD,KY,UNION,South
TAYLOR COUNTY BANK,831941,CAMPBELLSVILLE,KY,TAYLOR,South
BANK OF EDMONSON COUNTY,903240,BROWNSVILLE,KY,EDMONSON,South
"FIRST NATIONAL BANK OF GRAYSON, THE",610913,GRAYSON,KY,CARTER,South
"FIRST NATIONAL BANK OF BROOKSVILLE, THE",798512,BROOKSVILLE,KY,BRACKEN,South
"CITIZENS BANK OF KENTUCKY, INC",495419,PAINTSVILLE,KY,JOHNSON,South
UNITED SOUTHERN BANK,110945,HOPKINSVILLE,KY,CHRISTIAN,South
TOWN & COUNTRY BANK AND TRUST COMPANY,692946,BARDSTOWN,KY,NELSON,South
OWINGSVILLE BANKING COMPANY,492810,OWINGSVILLE,KY,BATH,South
CITIZENS BANK,840019,MOUNT VERNON,KY,ROCKCASTLE,South
SPRINGFIELD STATE BANK,197142,SPRINGFIELD,KY,WASHINGTON,South
"FARMERS NATIONAL BANK OF LEBANON, THE",575348,LEBANON,KY,MARION,South
"FIRST STATE BANK OF THE SOUTHEAST, INC",961811,MIDDLESBORO,KY,BELL,South
"PADUCAH BANK AND TRUST COMPANY, THE",285740,PADUCAH,KY,MCCRACKEN,South
CITIZENS GUARANTY BANK,764816,RICHMOND,KY,MADISON,South
CITIZENS BANK & TRUST COMPANY,829041,CAMPBELLSVILLE,KY,TAYLOR,South
PEOPLES BANK MT WASHINGTON,271341,MOUNT WASHINGTON,KY,BULLITT,South
"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",330949,MORGANTOWN,KY,BUTLER,South
"COMMERCIAL BANK OF GRAYSON, THE",812614,GRAYSON,KY,CARTER,South
FREDONIA VALLEY BANK,502447,FREDONIA,KY,CALDWELL,South
"PBK BANK, INC",148715,STANFORD,KY,LINCOLN,South
BANK OF JAMESTOWN,567240,JAMESTOWN,KY,RUSSELL,South
"PEOPLES BANK, THE",446149,MARION,KY,CRITTENDEN,South
PEOPLES BANK & TRUST COMPANY OF HAZARD,814711,HAZARD,KY,PERRY,South
AMERICAN BANK & TRUST COMPANY INC.,2919898,BOWLING GREEN,KY,WARREN,South
"CENTURY BANK OF KENTUCKY, INC.",2920287,LAWRENCEBURG,KY,ANDERSON,South
"FIRST & FARMERS NATIONAL BANK, INC.",721949,SOMERSET,KY,PULASKI,South
HART COUNTY BANK AND TRUST COMPANY,456344,MUNFORDVILLE,KY,HART,South
"CITIZENS NATIONAL BANK OF SOMERSET, THE",410917,SOMERSET,KY,PULASKI,South
JACKSON COUNTY BANK,1016718,MC KEE,KY,JACKSON,South
"CITIZENS BANK, THE",962313,MOREHEAD,KY,ROWAN,South
HOMETOWN BANK OF CORBIN INC.,2897633,CORBIN,KY,WHITLEY,South
SECURITY BANK AND TRUST COMPANY,835613,MAYSVILLE,KY,MASON,South
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,411174,MOREHEAD,KY,ROWAN,South
FARMERS BANK AND TRUST COMPANY,46941,PRINCETON,KY,CALDWELL,South
UNITED CUMBERLAND BANK,425818,WHITLEY CITY,KY,MCCREARY,South
MONTICELLO BANKING COMPANY,266945,MONTICELLO,KY,WAYNE,South
"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",3306598,COLUMBIA,KY,ADAIR,South
WILSON & MUIR BANK & TRUST COMPANY,899343,BARDSTOWN,KY,NELSON,South
"CUMBERLAND SECURITY BANK, INC.",202514,SOMERSET,KY,PULASKI,South
"CITIZENS NATIONAL BANK OF LEBANON, THE",641449,LEBANON,KY,MARION,South
FIRST & PEOPLES BANK AND TRUST COMPANY,391418,RUSSELL,KY,GREENUP,South
"HOME SAVINGS BANK, FSB",33370,LUDLOW,KY,KENTON,South
FARMERS STATE BANK & TRUST COMPANY,567736,CHURCH POINT,LA,ACADIA,South
FIRST FEDERAL BANK OF LOUISIANA,517674,LAKE CHARLES,LA,CALCASIEU,South
"MER ROUGE STATE BANK, THE",741956,MER ROUGE,LA,MOREHOUSE,South
COMMERCIAL CAPITAL BANK,2756730,DELHI,LA,RICHLAND,South
SICILY ISLAND STATE BANK,1002458,SICILY ISLAND,LA,CATAHOULA,South
CONCORDIA BANK & TRUST COMPANY,819556,VIDALIA,LA,CONCORDIA,South
FELICIANA BANK & TRUST COMPANY,879439,CLINTON,LA,EAST FELICIANA,South
B1BANK,3408728,BATON ROUGE,LA,EAST BATON ROUGE,South
BOM BANK,684455,NATCHITOCHES,LA,NATCHITOCHES,South
AMERICAN BANK & TRUST COMPANY,83834,OPELOUSAS,LA,ST LANDRY,South
"HOME BANK, NATIONAL ASSOCIATION",929978,LAFAYETTE,LA,LAFAYETTE,South
CITY BANK & TRUST CO.,841753,NATCHITOCHES,LA,NATCHITOCHES,South
"INVESTAR BANK, NATIONAL ASSOCIATION",3449066,BATON ROUGE,LA,EAST BATON ROUGE,South
CATALYST BANK,420578,OPELOUSAS,LA,ST LANDRY,South
"BANK, THE",2505460,JENNINGS,LA,JEFFERSON DAVIS,South
ANTHEM BANK & TRUST,527178,PLAQUEMINE,LA,IBERVILLE,South
"CITIZENS BANK & TRUST COMPANY OF VIVIAN, LOUISIANA",767554,VIVIAN,LA,CADDO,South
BANK OF COUSHATTA,926959,COUSHATTA,LA,RED RIVER,South
GULF COAST BANK AND TRUST COMPANY,1458608,NEW ORLEANS,LA,ORLEANS,South
RED RIVER BANK,2743244,ALEXANDRIA,LA,RAPIDES,South
PATTERSON STATE BANK,85931,PATTERSON,LA,ST MARY,South
ORIGIN BANK,667757,CHOUDRANT,LA,LINCOLN,South
"COTTONPORT BANK, THE",473930,COTTONPORT,LA,AVOYELLES,South
CROSS KEYS BANK,755252,SAINT JOSEPH,LA,TENSAS,South
BANK OF OAK RIDGE,687054,OAK RIDGE,LA,MOREHOUSE,South
VERMILION BANK & TRUST COMPANY,754536,KAPLAN,LA,VERMILION,South
FIRST GUARANTY BANK,422433,HAMMOND,LA,TANGIPAHOA,South
HOME FEDERAL BANK,804374,SHREVEPORT,LA,CADDO,South
SOUTH LOUISIANA BANK,616036,HOUMA,LA,TERREBONNE,South
ST. LANDRY BANK AND TRUST COMPANY,885430,OPELOUSAS,LA,ST LANDRY,South
"ABBEVILLE BUILDING AND LOAN, A STATE CHARTERED SAVINGS BANK",114774,ABBEVILLE,LA,VERMILION,South
HIBERNIA BANK,872579,NEW ORLEANS,LA,ORLEANS,South
JD BANK,980531,JENNINGS,LA,JEFFERSON DAVIS,South
FIRST AMERICAN BANK AND TRUST,101037,VACHERIE,LA,ST JAMES,South
CLB THE COMMUNITY BANK,930853,JONESVILLE,LA,CATAHOULA,South
CENTURY NEXT BANK,345877,RUSTON,LA,LINCOLN,South
BANK OF LOUISIANA,271136,NEW ORLEANS,LA,ORLEANS,South
COMMUNITY BANK OF LOUISIANA,974754,MANSFIELD,LA,DE SOTO,South
PEOPLES BANK,923257,CHATHAM,LA,JACKSON,South
M C BANK & TRUST COMPANY,1003839,MORGAN CITY,LA,ST MARY,South
LOUISIANA NATIONAL BANK,109659,RUSTON,LA,LINCOLN,South
RESOURCE BANK,2716088,COVINGTON,LA,ST TAMMANY,South
CITIZENS PROGRESSIVE BANK,732253,WINNSBORO,LA,FRANKLIN,South
CITIZENS BANK & TRUST COMPANY,384830,COVINGTON,LA,ST TAMMANY,South
RAYNE STATE BANK & TRUST COMPANY,900034,RAYNE,LA,ACADIA,South
BEAUREGARD FEDERAL SAVINGS BANK,123374,DERIDDER,LA,BEAUREGARD,South
CALDWELL BANK & TRUST COMPANY,925354,COLUMBIA,LA,CALDWELL,South
LIBERTY BANK AND TRUST COMPANY,283438,NEW ORLEANS,LA,ORLEANS,South
BANK OF WINNFIELD & TRUST COMPANY,625953,WINNFIELD,LA,WINN,South
UNITED COMMUNITY BANK,90337,RACELAND,LA,LAFOURCHE,South
GULF COAST BANK,459130,ABBEVILLE,LA,VERMILION,South
HODGE BANK & TRUST COMPANY,931355,HODGE,LA,JACKSON,South
SABINE STATE BANK AND TRUST COMPANY,125855,MANY,LA,SABINE,South
JACKSON PARISH BANK,122153,JONESBORO,LA,JACKSON,South
JONESBORO STATE BANK,121651,JONESBORO,LA,JACKSON,South
"EVANGELINE BANK AND TRUST COMPANY, THE",372538,VILLE PLATTE,LA,EVANGELINE,South
BANK OF COMMERCE & TRUST COMPANY,476539,CROWLEY,LA,ACADIA,South
COLFAX BANKING COMPANY,178356,COLFAX,LA,GRANT,South
"BONVENU BANK, N.A.",594853,BOSSIER CITY,LA,BOSSIER,South
FIRST NATIONAL BANK OF LOUISIANA,575834,CROWLEY,LA,ACADIA,South
AMERICAN BANK,597452,COVINGTON,LA,ST TAMMANY,South
FIDELITY BANK,255574,NEW ORLEANS,LA,ORLEANS,South
LANDMARK BANK,535034,CLINTON,LA,EAST FELICIANA,South
EUREKA HOMESTEAD,794475,METAIRIE,LA,JEFFERSON,South
SOUTHERN HERITAGE BANK,935559,JONESVILLE,LA,CATAHOULA,South
SYNERGY BANK,2748502,HOUMA,LA,TERREBONNE,South
GUARANTY BANK & TRUST COMPANY OF DELHI,969255,DELHI,LA,RICHLAND,South
EXCHANGE BANK AND TRUST COMPANY,985451,NATCHITOCHES,LA,NATCHITOCHES,South
"FIRST NATIONAL BANK OF JEANERETTE, THE",622037,JEANERETTE,LA,IBERIA,South
RAYNE BUILDING & LOAN ASSOCIATION,518176,RAYNE,LA,ACADIA,South
BANK OF ST. FRANCISVILLE,364430,SAINT FRANCISVILLE,LA,WEST FELICIANA,South
SOUTH LAFOURCHE BANK & TRUST COMPANY,135836,LAROSE,LA,LAFOURCHE,South
MARION STATE BANK,678454,MARION,LA,UNION,South
BANK OF ZACHARY,860334,ZACHARY,LA,EAST BATON ROUGE,South
MERCHANTS & FARMERS BANK & TRUST COMPANY,136338,LEESVILLE,LA,VERNON,South
METAIRIE BANK & TRUST COMPANY,55336,METAIRIE,LA,JEFFERSON,South
SIMMESPORT STATE BANK,844138,SIMMESPORT,LA,AVOYELLES,South
"BANK OF COMMERCE, THE",103134,WHITE CASTLE,LA,IBERVILLE,South
HOMELAND FEDERAL SAVINGS BANK,251978,COLUMBIA,LA,CALDWELL,South
FIFTH DISTRICT SAVINGS BANK,837970,NEW ORLEANS,LA,ORLEANS,South
FIRST NATIONAL BANK USA,714839,BOUTTE,LA,ST CHARLES,South
CRESCENT BANK,1885932,NEW ORLEANS,LA,ORLEANS,South
BASILE STATE BANK,188739,BASILE,LA,EVANGELINE,South
PROGRESSIVE BANK,1007154,MONROE,LA,OUACHITA,South
BANK OF SUNSET & TRUST COMPANY,910239,SUNSET,LA,ST LANDRY,South
BANK OF ABBEVILLE & TRUST COMPANY,213538,ABBEVILLE,LA,VERMILION,South
FIRST NATIONAL BANKERS BANK,734538,BATON ROUGE,LA,EAST BATON ROUGE,South
BANK OF ERATH,399731,ERATH,LA,VERMILION,South
FRANKLIN STATE BANK & TRUST COMPANY,1006652,WINNSBORO,LA,FRANKLIN,South
LAKESIDE BANK,4165907,LAKE CHARLES,LA,CALCASIEU,South
COMMUNITY FIRST BANK,2775179,NEW IBERIA,LA,IBERIA,South
FIRST NATIONAL BANK IN DERIDDER,480433,DERIDDER,LA,BEAUREGARD,South
CITIZENS SAVINGS BANK,1014376,BOGALUSA,LA,WASHINGTON,South
PROGRESSIVE NATIONAL BANK,675855,MANSFIELD,LA,DE SOTO,South
CITIZENS BANK AND TRUST COMPANY,357937,PLAQUEMINE,LA,IBERVILLE,South
PLAQUEMINE BANK AND TRUST COMPANY,89032,PLAQUEMINE,LA,IBERVILLE,South
WASHINGTON STATE BANK,311939,WASHINGTON,LA,ST LANDRY,South
HERITAGE BANK OF SAINT TAMMANY,194570,COVINGTON,LA,ST TAMMANY,South
GIBSLAND BANK & TRUST COMPANY,734350,GIBSLAND,LA,BIENVILLE,South
TENSAS STATE BANK,134455,NEWELLTON,LA,TENSAS,South
GUARANTY BANK AND TRUST COMPANY,289739,NEW ROADS,LA,POINTE COUPEE,South
WINNSBORO STATE BANK & TRUST COMPANY,628552,WINNSBORO,LA,FRANKLIN,South
STATE BANK & TRUST COMPANY,485139,GOLDEN MEADOW,LA,LAFOURCHE,South
CURRENCY BANK,2807173,OAK GROVE,LA,WEST CARROLL,South
FARMERS-MERCHANTS BANK & TRUST COMPANY,653134,BREAUX BRIDGE,LA,ST MARTIN,South
DELTA BANK,975256,VIDALIA,LA,CONCORDIA,South
BANK OF GUEYDAN,603232,GUEYDAN,LA,VERMILION,South
MUTUAL SAVINGS AND LOAN ASSOCIATION,809070,METAIRIE,LA,JEFFERSON,South
ROLLSTONE BANK & TRUST,837608,FITCHBURG,MA,WORCESTER,Northeast
BRISTOL COUNTY SAVINGS BANK,13103,TAUNTON,MA,BRISTOL,Northeast
WINCHESTER SAVINGS BANK,899008,WINCHESTER,MA,MIDDLESEX,Northeast
UNIBANK FOR SAVINGS,709602,WHITINSVILLE,MA,WORCESTER,Northeast
FALL RIVER FIVE CENTS SAVINGS BANK,833404,FALL RIVER,MA,BRISTOL,Northeast
MIDDLESEX SAVINGS BANK,888002,NATICK,MA,MIDDLESEX,Northeast
NEEDHAM BANK,339773,NEEDHAM,MA,NORFOLK,Northeast
MUTUALONE BANK,154770,FRAMINGHAM,MA,MIDDLESEX,Northeast
"WINTER HILL BANK, FSB",822275,SOMERVILLE,MA,MIDDLESEX,Northeast
AVIDIA BANK,619701,HUDSON,MA,MIDDLESEX,Northeast
NATIONAL GRAND BANK OF MARBLEHEAD,863607,MARBLEHEAD,MA,ESSEX,Northeast
BOSTON TRUST & INVESTMENT MANAGEMENT COMPANY,972406,BOSTON,MA,SUFFOLK,Northeast
CORNERSTONE BANK,447100,SPENCER,MA,WORCESTER,Northeast
WASHINGTON SAVINGS BANK,654300,LOWELL,MA,MIDDLESEX,Northeast
BLUESTONE BANK,699105,RAYNHAM,MA,BRISTOL,Northeast
STOUGHTON CO-OPERATIVE BANK,164975,STOUGHTON,MA,NORFOLK,Northeast
WALPOLE CO-OPERATIVE BANK,63573,WALPOLE,MA,NORFOLK,Northeast
CAMBRIDGE SAVINGS BANK,758703,CAMBRIDGE,MA,MIDDLESEX,Northeast
STATE STREET BANK AND TRUST COMPANY,35301,BOSTON,MA,SUFFOLK,Northeast
MARTHA'S VINEYARD BANK,196800,EDGARTOWN,MA,DUKES,Northeast
CHARLES RIVER BANK,947776,MEDWAY,MA,NORFOLK,Northeast
"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION",2600039,CANTON,MA,NORFOLK,Northeast
BERKSHIRE BANK,473501,PITTSFIELD,MA,BERKSHIRE,Northeast
CLINTON SAVINGS BANK,179700,CLINTON,MA,WORCESTER,Northeast
"MIDDLESEX FEDERAL SAVINGS, F.A.",87579,SOMERVILLE,MA,MIDDLESEX,Northeast
WELLINGTON TRUST COMPANY NATIONAL ASSOCIATION,692704,BOSTON,MA,SUFFOLK,Northeast
EVERETT CO-OPERATIVE BANK,952172,EVERETT,MA,MIDDLESEX,Northeast
MILFORD FEDERAL BANK,227777,MILFORD,MA,WORCESTER,Northeast
WATERTOWN SAVINGS BANK,886204,WATERTOWN,MA,MIDDLESEX,Northeast
EASTERN BANK,128904,BOSTON,MA,SUFFOLK,Northeast
STONEHAMBANK,954279,STONEHAM,MA,MIDDLESEX,Northeast
BANKPROV,375502,AMESBURY,MA,ESSEX,Northeast
"NORTH SHORE BANK, A CO-OPERATIVE BANK",161273,PEABODY,MA,ESSEX,Northeast
SAVERS CO-OPERATIVE BANK,1002373,SOUTHBRIDGE,MA,WORCESTER,Northeast
NEW VALLEY BANK & TRUST,5316920,SPRINGFIELD,MA,HAMPDEN,Northeast
ENTERPRISE BANK AND TRUST COMPANY,1356768,LOWELL,MA,MIDDLESEX,Northeast
EAST CAMBRIDGE SAVINGS BANK,738303,CAMBRIDGE,MA,MIDDLESEX,Northeast
CAPE COD FIVE CENTS SAVINGS BANK,664206,HYANNIS,MA,BARNSTABLE,Northeast
BAYCOAST BANK,771609,SWANSEA,MA,BRISTOL,Northeast
COMMONWEALTH COOPERATIVE BANK,275479,HYDE PARK,MA,SUFFOLK,Northeast
MOUNTAINONE BANK,97804,NORTH ADAMS,MA,BERKSHIRE,Northeast
BANKESB,859002,EASTHAMPTON,MA,HAMPSHIRE,Northeast
NORTHERN BANK & TRUST COMPANY,900306,WOBURN,MA,MIDDLESEX,Northeast
BROOKLINE BANK,782306,BROOKLINE,MA,NORFOLK,Northeast
BANK OF EASTON,956376,NORTH EASTON,MA,BRISTOL,Northeast
COUNTRY BANK FOR SAVINGS,689209,WARE,MA,HAMPSHIRE,Northeast
"LEADER BANK, NATIONAL ASSOCIATION",3109146,ARLINGTON,MA,MIDDLESEX,Northeast
COLONIAL FEDERAL SAVINGS BANK,117074,QUINCY,MA,NORFOLK,Northeast
ONEUNITED BANK,935308,BOSTON,MA,SUFFOLK,Northeast
PENTUCKET BANK,635907,HAVERHILL,MA,ESSEX,Northeast
FIDELITY CO-OPERATIVE BANK,933377,LEOMINSTER,MA,WORCESTER,Northeast
"BANK OF CANTON, THE",853804,CANTON,MA,NORFOLK,Northeast
WESTFIELD BANK,892205,WESTFIELD,MA,HAMPDEN,Northeast
ONELOCAL BANK,1013070,NORWOOD,MA,NORFOLK,Northeast
MILLBURY NATIONAL BANK,881900,MILLBURY,MA,WORCESTER,Northeast
PEOPLESBANK,613400,HOLYOKE,MA,HAMPDEN,Northeast
ROCKLAND TRUST COMPANY,613008,ROCKLAND,MA,PLYMOUTH,Northeast
MECHANICS COOPERATIVE BANK,183770,TAUNTON,MA,BRISTOL,Northeast
DEAN CO-OPERATIVE BANK,271275,FRANKLIN,MA,NORFOLK,Northeast
CAPE ANN SAVINGS BANK,627108,GLOUCESTER,MA,ESSEX,Northeast
ADAMS COMMUNITY BANK,343903,ADAMS,MA,BERKSHIRE,Northeast
DEDHAM INSTITUTION FOR SAVINGS,193809,DEDHAM,MA,NORFOLK,Northeast
WRENTHAM CO-OPERATIVE BANK,948278,WRENTHAM,MA,NORFOLK,Northeast
SOUTH SHORE BANK,772008,SOUTH WEYMOUTH,MA,NORFOLK,Northeast
MARBLEHEAD BANK,816304,MARBLEHEAD,MA,ESSEX,Northeast
HINGHAM INSTITUTION FOR SAVINGS,673909,HINGHAM,MA,PLYMOUTH,Northeast
MONSON SAVINGS BANK,951102,MONSON,MA,HAMPDEN,Northeast
42 NORTH PRIVATE BANK,541307,CANTON,MA,NORFOLK,Northeast
NEWBURYPORT FIVE CENTS SAVINGS BANK,67209,NEWBURYPORT,MA,ESSEX,Northeast
SEAMENS BANK,418100,PROVINCETOWN,MA,BARNSTABLE,Northeast
WAKEFIELD CO-OPERATIVE BANK,330873,WAKEFIELD,MA,MIDDLESEX,Northeast
